#mpa_v30_CHOCOPhlAn_201901
#/home1/06176/jochum00/miniconda3/bin/metaphlan CRR125979_filtered_1_reads_trim25_1.fq.gz --bowtie2db /scratch/06176/jochum00/COVIRT19/metaphlan3/mpa_v30_CHOCOPhlAn_201901 --input_type fastq --add_viruses -s /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/sams/CRR125979_filtered_1_reads_trim25_1.SE.sam --bowtie2out /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/bowtie2/CRR125979_filtered_1_reads_trim25_1.SE.bowtie2.bz2 -o /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/profiles/CRR125979_filtered_1_reads_trim25_1.SE.profile.tsv --nproc 48
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Viruses	10239	100.0	
k__Viruses|p__Viruses_unclassified	10239|	99.67115	
k__Viruses|p__Negarnaviricota	10239|2497569	0.32885	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	99.67115	
k__Viruses|p__Negarnaviricota|c__Monjiviricetes	10239|2497569|2497574	0.32885	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales	10239|||548681	96.38447	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales	10239|||2169561	3.25059	
k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales	10239|2497569|2497574|11157	0.32885	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Picornavirales	10239|||464095	0.01143	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified	10239|||	0.01092	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae	10239|||548681|548682	96.38447	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae	10239|||2169561|11632	3.25059	
k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Pneumoviridae	10239|2497569|2497574|11157|11244	0.32885	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Picornavirales|f__Picornaviridae	10239|||464095|12058	0.01143	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae	10239||||10482	0.00627	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Amalgaviridae	10239||||1511860	0.00465	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus	10239|||548681|548682|692606	96.38447	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus	10239|||2169561|11632|11646	3.25059	
k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Pneumoviridae|g__Orthopneumovirus	10239|2497569|2497574|11157|11244|1868215	0.228	
k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Pneumoviridae|g__Pneumoviridae_unclassified	10239|2497569|2497574|11157|11244|	0.10085	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified	10239|||28883|10662|	0.01374	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Picornavirales|f__Picornaviridae|g__Enterovirus	10239|||464095|12058|12059	0.01143	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae|g__Bracovirus	10239||||10482|10485	0.00627	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Amalgaviridae|g__Amalgavirus	10239||||1511860|1511861	0.00465	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3	10239|||548681|548682|692606|180230	96.38447	
