#mpa_v30_CHOCOPhlAn_201901
#/home1/06176/jochum00/miniconda3/bin/metaphlan CRR125943_filtered_1_reads_trim25_1.fq.gz --bowtie2db /scratch/06176/jochum00/COVIRT19/metaphlan3/mpa_v30_CHOCOPhlAn_201901 --input_type fastq --add_viruses -s /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/sams/CRR125943_filtered_1_reads_trim25_1.SE.sam --bowtie2out /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/bowtie2/CRR125943_filtered_1_reads_trim25_1.SE.bowtie2.bz2 -o /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/profiles/CRR125943_filtered_1_reads_trim25_1.SE.profile.tsv --nproc 48
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Viruses	10239	52.5692	
k__Bacteria	2	47.4308	
k__Viruses|p__Viruses_unclassified	10239|	52.5692	
k__Bacteria|p__Firmicutes	2|1239	35.33361	
k__Bacteria|p__Bacteroidetes	2|976	9.03633	
k__Bacteria|p__Actinobacteria	2|201174	1.96604	
k__Bacteria|p__Tenericutes	2|544448	0.99432	
k__Bacteria|p__Proteobacteria	2|1224	0.10048	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	52.5692	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	31.46454	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	5.9786	
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2|976|117743	3.05774	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.80787	
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	1.52205	
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.99432	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	0.98217	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.444	
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.10048	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.07281	
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.00622	
