metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
case	X12916	Uninfected	-0.712483939860557	0.0958181571602234	86	60	2.14145337771283e-10	4.34286745000162e-07
case	X1352	COVID19	0.90834661437122	0.128538298429828	86	39	1.93004523111437e-09	1.30471057623331e-06
case	X59732	COVID19	0.508086976057952	0.0747203043873554	86	70	1.84030898432492e-09	1.30471057623331e-06
case	X2603276	Uninfected	-0.57256784627947	0.0860008795012632	86	72	4.12154108699046e-09	2.08962133110416e-06
case	X2509614	Uninfected	-0.842454973002027	0.130720056754451	86	46	2.17341831777519e-08	8.81538469689619e-06
case	X1578	COVID19	0.453472408638217	0.0764750094878816	86	76	7.25655906081464e-08	2.2345002665374e-05
case	X29574	COVID19	-1.0697846406451	0.166139141378188	86	25	7.71277212315671e-08	2.2345002665374e-05
case	X1747	COVID19	0.869305087643905	0.142481466944001	86	50	1.06977754155729e-07	2.71188606784773e-05
case	X1301	COVID19	0.332197642719977	0.0606157236337564	86	82	4.61465537651271e-07	0.00010398356781742
case	X434	COVID19	-0.661596381963453	0.117421770404361	86	42	5.18310727306359e-07	0.00010511341549773
case	X1279	COVID19	0.259827690214092	0.0489732215628423	86	84	9.74365418345215e-07	0.0001796375516731
case	X1663	Uninfected	-0.558622666050833	0.105404812371685	86	52	1.14710020742002e-06	0.000193859935053983
case	X79328	COVID19	0.734449518359077	0.136849486916049	86	29	2.10315149339003e-06	0.000328091632968844
case	X848	COVID19	0.796749972818032	0.153304574119598	86	47	2.47071395170641e-06	0.000357900563861471
case	X48736	Uninfected	-0.858950723184816	0.167545851801218	86	60	2.67898735165323e-06	0.000362199089943517
case	X391905	Uninfected	-0.718123139112324	0.135385503452361	86	29	3.44390358601276e-06	0.000436514779527117
case	X237	COVID19	0.505713887065412	0.101257849591222	86	51	4.30472467658504e-06	0.000513528332006733
case	X2599600	Uninfected	-0.732704526737165	0.137011802735002	86	15	5.1732367473613e-06	0.000582851340202706
case	X526973	COVID19	0.247484088370635	0.0514051761771916	86	85	6.80584947079754e-06	0.000725973877986367
case	X2494234	Uninfected	-0.826196572857658	0.164031377677889	86	29	7.15950570006279e-06	0.000725973877986367
case	X194	COVID19	0.497564067638425	0.103982566850293	86	57	9.19383014875778e-06	0.000785271664476781
case	X673	Uninfected	-0.916210617277462	0.162547307801916	86	16	9.29315579262463e-06	0.000785271664476781
case	X1357	COVID19	0.614444770743115	0.128750517415794	86	52	9.11686054916203e-06	0.000785271664476781
case	X758782	Uninfected	-0.321624737083996	0.067564375173651	86	80	8.49765766704318e-06	0.000785271664476781
case	X2184519	Uninfected	-0.58976334495882	0.124446025671892	86	55	1.20893534925066e-05	0.000980688355312138
case	X186650	Uninfected	-0.822693731749481	0.166871969556979	86	31	1.32196348363212e-05	0.00103113151723305
case	X1513	COVID19	0.339245399159879	0.0733158453956662	86	79	1.42617172960694e-05	0.00107121343246032
case	X960	Uninfected	-0.598287489778359	0.114326698755525	86	14	1.61370630206924e-05	0.00115290982312654
case	X2638319	Uninfected	-0.627997800824458	0.134220943971954	86	44	1.64863830723224e-05	0.00115290982312654
case	X754477	COVID19	-2.65780131067531	0.403068213640024	86	1	1.7315708753784e-05	0.0011705419117558
case	X1017	COVID19	0.517823508381194	0.114872372866602	86	52	2.85438279830811e-05	0.00180896509842777
case	X32012	Uninfected	-0.613468051737404	0.134073884592766	86	38	2.77661379630445e-05	0.00180896509842777
case	X1269	Uninfected	-1.292968102766	0.278371397281291	86	27	3.81590084155154e-05	0.0022760726196078
case	X1581680	Uninfected	-0.545609518387508	0.118803552441298	86	23	3.76344816366642e-05	0.0022760726196078
case	X488538	Uninfected	-0.986184685416185	0.201793562463391	86	10	6.17273202711324e-05	0.00357665730028162
case	X1234662	Uninfected	-0.347590388428634	0.0824927029463375	86	61	7.30326178352513e-05	0.00411417080471916
case	X955	Uninfected	-0.619444120491065	0.142260899324734	86	19	8.39364027789911e-05	0.00447955328515247
case	X2109914	Uninfected	-0.779243426626333	0.182282703010465	86	35	8.39336155669695e-05	0.00447955328515247
case	X547	Uninfected	-0.404285969395809	0.0985973095344985	86	68	9.98991131112974e-05	0.00495990961017541
case	X82987	Uninfected	-0.720095723591917	0.159860683279069	86	7	0.000100274306714592	0.00495990961017541
case	X526222	Uninfected	-0.350521587771218	0.0850067092126007	86	41	9.99345491495446e-05	0.00495990961017541
case	X816	COVID19	0.401374212517395	0.0982747173840286	86	60	0.000118865942150555	0.0056060495507285
case	X1243	COVID19	0.523407508234366	0.126976164463723	86	36	0.000117491141057186	0.0056060495507285
case	X2583588	Uninfected	-0.304590445045349	0.0754013345436148	86	77	0.000125461880018358	0.00578265210630068
case	X34062	COVID19	0.669703512354248	0.163506832956512	86	46	0.000132014590376306	0.00593880712772517
case	X525919	Uninfected	-0.573771924284651	0.141456919907918	86	45	0.000134706670549979	0.00593880712772517
case	X1348660	Uninfected	-0.33448104501356	0.0838015713528081	86	60	0.000149161396243944	0.00630206899130661
case	X1852377	Uninfected	-0.431056135665913	0.107875101870929	86	70	0.000147539680894427	0.00630206899130661
case	X13689	Uninfected	-0.27597497004949	0.0694010765351182	86	81	0.000154532755888877	0.0063957638559723
case	X403833	COVID19	0.683661152190914	0.156125966746784	86	14	0.000161399702523326	0.00654637193434612
case	X2093	COVID19	0.318325370690336	0.0808582904341774	86	76	0.000177650032064291	0.0070642012750271
case	X584	COVID19	0.625111415266167	0.154116082972037	86	30	0.000199638259708838	0.00778589212864467
