#mpa_v30_CHOCOPhlAn_201901
#/home1/06176/jochum00/miniconda3/bin/metaphlan SRR11092061_filtered_1_reads_trim25_1.fq.gz --bowtie2db /scratch/06176/jochum00/COVIRT19/metaphlan3/mpa_v30_CHOCOPhlAn_201901 --input_type fastq --add_viruses -s /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/sams/SRR11092061_filtered_1_reads_trim25_1.SE.sam --bowtie2out /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/bowtie2/SRR11092061_filtered_1_reads_trim25_1.SE.bowtie2.bz2 -o /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/profiles/SRR11092061_filtered_1_reads_trim25_1.SE.profile.tsv --nproc 48
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Viruses	10239	80.02528	
k__Bacteria	2	18.77672	
k__Eukaryota	2759	1.198	
k__Viruses|p__Viruses_unclassified	10239|	77.60987	
k__Bacteria|p__Proteobacteria	2|1224	12.28352	
k__Bacteria|p__Firmicutes	2|1239	6.18481	
k__Viruses|p__Negarnaviricota	10239|2497569	2.41541	
k__Eukaryota|p__Ascomycota	2759|4890	1.198	
k__Bacteria|p__Bacteroidetes	2|976	0.30838	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	77.60987	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	7.60461	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	5.97275	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	2.79555	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.88336	
k__Viruses|p__Negarnaviricota|c__Monjiviricetes	10239|2497569|2497574	1.73352	
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	2759|4890|4891	1.198	
k__Viruses|p__Negarnaviricota|c__Insthoviricetes	10239|2497569|2497577	0.68189	
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0.22016	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.21207	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	0.08822	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified	10239|||	74.07152	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	5.97275	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	5.09096	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	2.57529	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	2.0815	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales	10239|||548681	1.96194	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	1.88336	
k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales	10239|2497569|2497574|11157	1.73352	
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	2759|4890|4891|4892	1.198	
k__Viruses|p__Negarnaviricota|c__Insthoviricetes|o__Articulavirales	10239|2497569|2497577|2499411	0.68189	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.43215	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales	10239|||675063	0.2227	
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.22016	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.21207	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	0.19727	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	0.08822	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	2|1224|28211|356	0.02299	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Narnaviridae	10239||||186766	73.32567	
