#mpa_v30_CHOCOPhlAn_201901
#/home1/06176/jochum00/miniconda3/bin/metaphlan SRR11092059_filtered_1_reads_trim25_1.fq.gz --bowtie2db /scratch/06176/jochum00/COVIRT19/metaphlan3/mpa_v30_CHOCOPhlAn_201901 --input_type fastq --add_viruses -s /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/sams/SRR11092059_filtered_1_reads_trim25_1.SE.sam --bowtie2out /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/bowtie2/SRR11092059_filtered_1_reads_trim25_1.SE.bowtie2.bz2 -o /scratch/06176/jochum00/COVIRT19/7nrd3/osfstorage/Human_Metatranscriptomes/Final_Results/Microbial_Pre-Processing/Step1_Trimmed_Filtered_Reads/Step1c_Trimmed_Filtered_Read_Data/metaphlan3/profiles/SRR11092059_filtered_1_reads_trim25_1.SE.profile.tsv --nproc 48
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Viruses	10239	87.08574	
k__Bacteria	2	12.03062	
k__Eukaryota	2759	0.88364	
k__Viruses|p__Viruses_unclassified	10239|	86.6721	
k__Bacteria|p__Proteobacteria	2|1224	7.77883	
k__Bacteria|p__Firmicutes	2|1239	3.66581	
k__Eukaryota|p__Ascomycota	2759|4890	0.88364	
k__Viruses|p__Negarnaviricota	10239|2497569	0.41365	
k__Bacteria|p__Bacteroidetes	2|976	0.41341	
k__Bacteria|p__Actinobacteria	2|201174	0.17256	
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	86.6721	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	3.72899	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	3.16102	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	2.46366	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.58618	
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	2759|4890|4891	0.88364	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.4079	
k__Viruses|p__Negarnaviricota|c__Monjiviricetes	10239|2497569|2497574	0.21955	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	0.2033	
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0.19632	
k__Viruses|p__Negarnaviricota|c__Insthoviricetes	10239|2497569|2497577	0.1941	
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.17256	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.09284	
