"feature"	"metadata"	"value"	"coef"	"stderr"	"pval"	"name"	"qval"	"N"	"N.not.zero"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"59374"	"survival"	"Survived"	3.46615652179074	0.336006502916564	4.84982759346088e-05	"survivalSurvived"	0.0210967500315548	25	5	"Bacteria"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"Fibrobacter"	"Fibrobacter succinogenes"
"13689"	"survival"	"Survived"	1.75108094803449	0.296038597380209	0.00103933935304787	"survivalSurvived"	0.13276134600827	25	5	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas paucimobilis"
"663243"	"survival"	"Survived"	-0.702436835778664	0.155856129809054	0.00107711045584558	"survivalSurvived"	0.13276134600827	25	16	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	NA
"748678"	"survival"	"Survived"	-0.840271547204071	0.183957517124233	0.00183119097942442	"survivalSurvived"	0.13276134600827	25	7	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Yersinia"	"Yersinia pestis"
"1246301"	"survival"	"Survived"	-0.698920540761139	0.165939236338994	0.00176653938260955	"survivalSurvived"	0.13276134600827	25	17	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"Variovorax paradoxus"
"2594473"	"survival"	"Survived"	-0.586840505817505	0.139814017583543	0.00123784067494187	"survivalSurvived"	0.13276134600827	25	8	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas sp. AE3"
"335929"	"survival"	"Survived"	-0.751181916569606	0.174557268070037	0.00247162266321843	"survivalSurvived"	0.136171967438355	25	9	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	NA	NA
"2498451"	"survival"	"Survived"	1.27314086983368	0.188470181610647	0.00250431204484331	"survivalSurvived"	0.136171967438355	25	1	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Rheinheimera"	"Rheinheimera sp. LHK132"
"34072"	"survival"	"Survived"	-0.680832751002105	0.184841742697666	0.00362282188647337	"survivalSurvived"	0.143266138237811	25	18	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	NA
"83771"	"survival"	"Survived"	1.01735019448411	0.266292561640166	0.00303025200414961	"survivalSurvived"	0.143266138237811	25	6	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Succinivibrionaceae"	"Succinivibrio"	"Succinivibrio dextrinosolvens"
"391735"	"survival"	"Survived"	-0.514539790345422	0.149335064898662	0.00360469055501839	"survivalSurvived"	0.143266138237811	25	13	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Verminephrobacter"	"Verminephrobacter eiseniae"
"329"	"survival"	"Survived"	-0.343592730342329	0.0824930831709698	0.00531382932741529	"survivalSurvived"	0.146136575782338	25	15	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ralstonia"	"Ralstonia pickettii"
"149539"	"survival"	"Survived"	-0.635142554623239	0.170039383564584	0.00429893948619862	"survivalSurvived"	0.146136575782338	25	10	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Salmonella"	"Salmonella enterica"
"1128398"	"survival"	"Survived"	1.17842898198574	0.282353659398688	0.00488805251195689	"survivalSurvived"	0.146136575782338	25	4	"Bacteria"	"Firmicutes"	"Tissierellia"	"Tissierellales"	"Gottschalkiaceae"	"Gottschalkia"	"Gottschalkia acidurici"
"1842533"	"survival"	"Survived"	-0.535151682646288	0.161760936029808	0.00477703390994483	"survivalSurvived"	0.146136575782338	25	10	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"	"Acidovorax sp. RAC01"
"2093856"	"survival"	"Survived"	0.950303337232644	0.243039238323398	0.00537513841958025	"survivalSurvived"	0.146136575782338	25	6	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas faecalis"
"2126319"	"survival"	"Survived"	-0.463603367124839	0.13271364339609	0.00593217657745597	"survivalSurvived"	0.151793930070197	25	20	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"Variovorax sp. PMC12"
"1613"	"survival"	"Survived"	0.620719527783645	0.185413107910011	0.00704444083999506	"survivalSurvived"	0.153216588269893	25	8	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Limosilactobacillus"	"Limosilactobacillus fermentum"
"1813871"	"survival"	"Survived"	-0.514692933910098	0.135790470615594	0.00673603778239975	"survivalSurvived"	0.153216588269893	25	14	"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Panacibacter"	"Panacibacter ginsenosidivorans"
"2652307"	"survival"	"Survived"	1.05667450067446	0.237635611536109	0.00663372064497166	"survivalSurvived"	0.153216588269893	25	7	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	NA	"Muribaculaceae bacterium DSM 108610"
"85009"	"survival"	"Survived"	-0.618269366444296	0.203138036981626	0.00821006036188878	"survivalSurvived"	0.166563850730161	25	14	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	NA	NA	NA
