"V1"	"V2"	"V3"	"V4"
"hydrolase_activity"	45.5350073077619	27.7348372598978	0.455062234884913	43.5487993219106
"viral_process"	0.25624552038506	23.3313937657239	0.455311749127834	2.4085440725895
"nucleic_acid_phosphodiester_bond_hydrolysis"	2.44869842288978	21.6046803574222	0.455453958146741	0.83477176079217
"transcription,_DNA-templated"	0.256058233874428	20.5729612101722	0.455441154775619	0.0758687274862708
"endonuclease_activity"	2.20563145785939	21.6046803574498	0.455453800430075	0.834771760863822
"nuclease_activity"	1.96064308666699	21.6046803618069	0.455452279361742	0.0758247054084715
"nucleotidyltransferase_activity"	11.9588149858296	24.5210392843671	0.455546685898711	1.59341848341429
"ATP_binding"	20.2239434446478	22.2452861927499	0.455068857836442	43.6464396633201
"suppression_by_virus_of_host_innate_immune_response"	0.0232721917530635	18.6665556100388	0.455573011143255	0.0758687155767139
"viral_protein_processing"	0.0232729625648674	17.3405321911109	0.455609409180609	0.0758687527253371
"omega_peptidase_activity"	0.0232729625648674	17.3405321911109	0.455609409180609	0.0758687527253371
"induction_by_virus_of_host_autophagy"	0.0232721917530635	18.6665556100388	0.455573011143255	0.0758687155767139
"exoribonuclease_activity,_producing_5'-phosphomonoesters"	0.0232729625648674	17.3405321911109	0.455609409180609	0.0758687527253371
"viral_RNA_genome_replication"	0.0232723312804277	19.9169507310213	0.455432114314644	0.0758687159826236
"viral_genome_replication"	0.0232721084091704	17.9951700446819	0.455434947493371	0.0758687189492569
"transferase_activity"	26.4943974428061	27.4119595867764	0.455064236158781	28.6562031570994
"mitigation_of_host_immune_response_by_virus"	0.0232827446295443	18.0304794790704	0.455434035840979	0.834576830871292
"transcription,_RNA-templated"	0.0232726206136698	20.5729611995751	0.455439384693196	0.0758687225153222
"RNA-directed_5-3_RNA_polymerase_activity"	0.0232726206136698	20.5729611995751	0.455439384693196	0.0758687225153222
"helicase_activity"	0.0232732638321215	19.6563259640894	0.455487128564418	0.834771632057373
"metal_ion_binding"	25.8969588482197	26.0744187638097	0.455066998558564	14.3952596315118
"exonuclease_activity"	0.0232729630281737	16.7052300084328	0.455606051502113	0.0758687528365813
"suppression_by_virus_of_host_type_I_interferon-mediated_signaling_pathway"	0.0232729630281737	16.7052300084328	0.455606051502113	0.0758687528365813
"modulation_by_virus_of_host_protein_ubiquitination"	0.0232729630281737	16.7052300084328	0.455606051502113	0.0758687528365813
"suppression_by_virus_of_host_ISG15_activity"	0.0232729630281737	16.7052300084328	0.455606051502113	0.0758687528365813
"induction_by_virus_of_catabolism_of_host_mRNA"	0.0232729630281737	16.7052300084328	0.455606051502113	0.0758687528365813
"suppression_by_virus_of_host_gene_expression"	0.0232723310539773	19.2773249331649	0.455432111468031	0.0758687159716591
"RNA_phosphodiester_bond_hydrolysis,_exonucleolytic"	0.0232748042463126	21.9099325771566	0.455509012415743	0.0758249451369361
"suppression_by_virus_of_host_NF-kappaB_transcription_factor_activity"	0.0232729630281737	16.7052300084328	0.455606051502113	0.0758687528365813
"methylation"	0.721763307374665	18.9853879283671	0.455426958488275	8.34153769157703
"methyltransferase_activity"	0.721763307374665	18.9853879283671	0.455426958488275	8.34153769157703
"cysteine-type_peptidase_activity"	0.0232729916602476	18.6665556190262	0.455512825546361	0.834576663866695
