	Archeae+Viral+Bacteria associated GO_TERMS associated with COVID19 via Maaslin2								
	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
1	GO.0003824.catalytic.activity	case	Control_Healthy	0.010091424	0.004002138	86	86	0.017626187	0.030752072
2	GO.0005488.binding	case	Control_Healthy	0.00412157	0.001244121	86	81	0.001433566	0.0041983
3	GO.0006807.nitrogen.compound.metabolic.process	case	Control_Healthy	0.004242123	0.001135001	86	70	0.000386886	0.001321861
4	GO.0008152.metabolic.process	case	Control_Healthy	0.01396628	0.002221497	86	76	2.35E-08	4.82E-07
4	GO.0008152.metabolic.process	case	Community_acquired_pneumonia	0.006336414	0.00219628	86	76	0.005105544	0.011961561
5	GO.0009058.biosynthetic.process	case	Community_acquired_pneumonia	0.005325495	0.001571006	86	23	0.002208943	0.006245975
5	GO.0009058.biosynthetic.process	case	Control_Healthy	0.004135386	0.001499756	86	23	0.011776423	0.022522108
6	GO.0009987.cellular.process	case	Control_Healthy	0.01686123	0.002044367	86	74	4.63E-12	3.80E-10
6	GO.0009987.cellular.process	case	Community_acquired_pneumonia	0.010415569	0.002012177	86	74	1.83E-06	1.00E-05
7	GO.0016032.viral.process	case	Control_Healthy	-0.014007063	0.00263833	86	31	1.48E-06	8.67E-06
8	GO.0016740.transferase.activity	case	Control_Healthy	0.009609793	0.001940303	86	58	9.48E-06	3.89E-05
8	GO.0016740.transferase.activity	case	Community_acquired_pneumonia	0.006758016	0.001964331	86	58	0.001037784	0.003151789
9	GO.0016772.transferase.activity..transferring.phosphorus.containing.groups	case	Community_acquired_pneumonia	0.004902204	0.001659464	86	14	0.004408236	0.010631628
9	GO.0016772.transferase.activity..transferring.phosphorus.containing.groups	case	Control_Healthy	0.003871879	0.001640016	86	14	0.022345697	0.037074908
10	GO.0016779.nucleotidyltransferase.activity	case	Community_acquired_pneumonia	0.00328818	0.001251606	86	7	0.011810374	0.022522108
11	GO.0016787.hydrolase.activity	case	Community_acquired_pneumonia	-0.007391399	0.00134986	86	69	3.63E-06	1.65E-05
11	GO.0016787.hydrolase.activity	case	Control_Healthy	-0.007108981	0.001292126	86	69	7.55E-06	3.26E-05
12	GO.0019048.modulation.by.virus.of.host.process	case	Control_Healthy	-0.009149696	0.001482431	86	18	3.25E-08	4.90E-07
12	GO.0019048.modulation.by.virus.of.host.process	case	Community_acquired_pneumonia	-0.004554037	0.001457315	86	18	0.002525676	0.006903515
13	GO.0019054.modulation.by.virus.of.host.cellular.process	case	Control_Healthy	-0.00738711	0.001123381	86	11	5.71E-09	1.56E-07
13	GO.0019054.modulation.by.virus.of.host.cellular.process	case	Community_acquired_pneumonia	-0.004337859	0.001101974	86	11	0.000183143	0.00065318
14	GO.0034641.cellular.nitrogen.compound.metabolic.process	case	Control_Healthy	0.003086582	0.000991804	86	53	0.00434163	0.010631628
15	GO.0035821.modulation.of.process.of.other.organism	case	Control_Healthy	-0.009156601	0.001550562	86	18	1.02E-07	8.47E-07
15	GO.0035821.modulation.of.process.of.other.organism	case	Community_acquired_pneumonia	-0.004076323	0.00152697	86	18	0.009299975	0.019065074
16	GO.0043167.ion.binding	case	Control_Healthy	0.001886416	0.000788972	86	8	0.019688632	0.033634746
17	GO.0043170.macromolecule.metabolic.process	case	Control_Healthy	0.004910571	0.000826514	86	66	1.17E-05	4.56E-05
18	GO.0044003.modulation.by.symbiont.of.host.process	case	Control_Healthy	-0.00915742	0.001550572	86	18	1.02E-07	8.47E-07
18	GO.0044003.modulation.by.symbiont.of.host.process	case	Community_acquired_pneumonia	-0.004076346	0.00152698	86	18	0.009300036	0.019065074
19	GO.0044068.modulation.by.symbiont.of.host.cellular.process	case	Control_Healthy	-0.007387236	0.001123286	86	11	5.70E-09	1.56E-07
19	GO.0044068.modulation.by.symbiont.of.host.cellular.process	case	Community_acquired_pneumonia	-0.004337371	0.001101878	86	11	0.000183209	0.00065318
20	GO.0044237.cellular.metabolic.process	case	Control_Healthy	0.009190221	0.001559638	86	72	1.19E-07	8.83E-07
20	GO.0044237.cellular.metabolic.process	case	Community_acquired_pneumonia	0.004716419	0.001539175	86	72	0.003042647	0.008048291
21	GO.0044238.primary.metabolic.process	case	Control_Healthy	0.006379921	0.001161423	86	74	6.17E-07	3.89E-06
22	GO.0044249.cellular.biosynthetic.process	case	Community_acquired_pneumonia	0.003126683	0.000982806	86	12	0.006910559	0.015315293
23	GO.0044260.cellular.macromolecule.metabolic.process	case	Control_Healthy	0.004042419	0.000673913	86	4	1.03E-07	8.47E-07
23	GO.0044260.cellular.macromolecule.metabolic.process	case	Community_acquired_pneumonia	0.002313105	0.00067041	86	4	0.000937457	0.002956596
24	GO.0044403.symbiotic.process	case	Control_Healthy	-0.014694003	0.002844422	86	31	2.72E-06	1.31E-05
25	GO.0044419.interspecies.interaction.between.organisms	case	Control_Healthy	-0.014694345	0.002842297	86	31	2.60E-06	1.31E-05
26	GO.0046483.heterocycle.metabolic.process	case	Control_Healthy	0.00219742	0.000906171	86	37	0.024298279	0.039067821
27	GO.0050789.regulation.of.biological.process	case	Control_Healthy	-0.003746245	0.001241237	86	15	0.003612372	0.009256704
28	GO.0050794.regulation.of.cellular.process	case	Control_Healthy	-0.002990795	0.00113959	86	12	0.010852153	0.021704305
29	GO.0051701.interaction.with.host	case	Control_Healthy	-0.009596938	0.001708347	86	20	3.62E-07	2.47E-06
30	GO.0051817.modulation.of.process.of.other.organism.involved.in.symbiotic.interaction	case	Control_Healthy	-0.009156602	0.00155056	86	18	1.02E-07	8.47E-07
30	GO.0051817.modulation.of.process.of.other.organism.involved.in.symbiotic.interaction	case	Community_acquired_pneumonia	-0.004076335	0.001526968	86	18	0.009299679	0.019065074
31	GO.0065007.biological.regulation	case	Control_Healthy	-0.003169741	0.001283564	86	16	0.016286696	0.029677979
