metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
case	X1360	COVID19	1.52781471235038	0.204926684792396	86	7	6.3689207121804e-07	0.000234800876922384
case	X34072	Uninfected	-1.00782012238147	0.1724080105033	86	45	3.55380888984614e-07	0.000234800876922384
case	X2126319	Uninfected	-1.2227624269458	0.211206888784784	86	40	6.19881257299308e-07	0.000234800876922384
case	X663243	Uninfected	-0.936184633084651	0.176212571787632	86	44	2.57382375270273e-06	0.000711662267622304
case	X436515	Uninfected	-1.14331954246914	0.223496033717457	86	35	1.01313611094288e-05	0.00224105707740565
case	X2696063	COVID19	1.0157204902287	0.213354799706232	86	18	3.29953144296863e-05	0.00608213629320551
case	X964	Uninfected	-0.793539514885632	0.169340342036459	86	25	6.0285759315544e-05	0.00666760498029917
case	X93973	Uninfected	-0.480082472351391	0.0914505318083999	86	23	4.78673807019484e-05	0.00666760498029917
case	X2202826	Uninfected	-0.631770477853038	0.139362658166203	86	26	5.6374992587353e-05	0.00666760498029917
case	X2509614	COVID19	-0.7039462693161	0.154901424991818	86	25	5.20961432871496e-05	0.00666760498029917
case	X1528098	COVID19	-0.86654513511977	0.163948340941729	86	6	6.79559767627075e-05	0.00683266457268678
case	X329	Uninfected	-0.666808011227978	0.153654706431835	86	40	0.000109013531423834	0.00771684372747985
case	X338969	Uninfected	-0.863784476577718	0.195184862266991	86	17	9.41971254279126e-05	0.00771684372747985
case	X908290	Uninfected	-0.817790113885658	0.178338162009364	86	15	8.60438023886513e-05	0.00771684372747985
case	X2014887	Uninfected	-1.1374959139517	0.240101964135568	86	6	0.000111636075623578	0.00771684372747985
case	X2067957	Uninfected	-0.681636788767114	0.161135691926959	86	44	0.000100098902795905	0.00771684372747985
case	X402626	COVID19	-0.763191082278975	0.178000040422979	86	21	0.000129338928256732	0.00795402451406144
case	X946333	Uninfected	-0.686418165028408	0.158452277976134	86	21	0.000136642374111363	0.00795402451406144
case	X2116657	Uninfected	-1.00826719979653	0.235761141685995	86	25	0.000133450193053931	0.00795402451406144
case	X2603276	COVID19	-0.767779771464365	0.184461518861835	86	23	0.000157486644672379	0.00870901145038253
case	X742013	COVID19	0.663440957839702	0.154932487166942	86	19	0.000165809291233544	0.00873262267163332
case	X573061	COVID19	0.989292960188035	0.219483743279966	86	6	0.00017470185682226	0.00878273880206453
case	X1849491	COVID19	0.745666867919888	0.179870578012454	86	22	0.000214038245048264	0.0102924477836252
case	X1229205	COVID19	-0.708838636512674	0.164574964497245	86	11	0.000224445534972847	0.010343198403332
case	X624	Uninfected	-0.52474092377055	0.129766481136253	86	19	0.000281295084651002	0.0124444945449603
case	X2202826	COVID19	-0.509458359519717	0.12861054436392	86	26	0.0003167442776138	0.0134738142708024
case	X426355	Uninfected	-0.65856375655309	0.164933566343176	86	20	0.000389506860113517	0.0154191281544626
case	X2599600	Uninfected	-0.706571357547895	0.162624652649383	86	8	0.000390357674796522	0.0154191281544626
case	X32011	Uninfected	-0.722029840190294	0.183363501946881	86	24	0.000420467195736557	0.0160357489132632
case	X1768	Uninfected	-0.741139001682617	0.187012737199245	86	7	0.000580782521209302	0.0210204078244901
case	X2638319	COVID19	-0.492266120995582	0.131287282572461	86	26	0.0005891796044839	0.0210204078244901
case	X13689	COVID19	-1.12680466711508	0.28856207141582	86	14	0.000741478068564689	0.0254807616643436
case	X231049	COVID19	0.843844897658701	0.217412240767474	86	12	0.000760275890527431	0.0254807616643436
case	X766	COVID19	-0.604530446830962	0.161990781617001	86	15	0.000793272747955153	0.0258046958599529
case	X1660	COVID19	0.526049498729789	0.147107582019956	86	43	0.000851565519059034	0.0266750764044143
case	X28188	COVID19	0.92200829384576	0.242707020522516	86	6	0.000874557405212507	0.0266750764044143
case	X159087	COVID19	1.08894185108591	0.286913596193417	86	12	0.000892385015337549	0.0266750764044143
case	X946483	Uninfected	-0.90204279534385	0.25168919241865	86	33	0.000951790635493489	0.0277021169172579
case	X2603276	Uninfected	-0.854877044511324	0.24260229518155	86	23	0.00106080837936327	0.0300834376301482
case	X748678	Uninfected	-0.783001198591746	0.21529142866693	86	12	0.00125051799625711	0.0345768225965091
case	X1123519	COVID19	-0.751333851537315	0.206611570973309	86	9	0.00132165242969129	0.0356523801765504
case	X1697053	Uninfected	1.105951857704	0.298636715077912	86	9	0.00140625347494312	0.0370313415068356
case	X2057025	COVID19	0.618214888178548	0.180229902337686	86	17	0.00156297271258664	0.0402011120958331
case	X1392005	COVID19	-0.420094609508455	0.125101536130948	86	28	0.00160956253666563	0.0404585492170951
case	X881260	Uninfected	-0.852708228334216	0.248280496671434	86	22	0.0017857036674688	0.0429345273091412
case	X1246301	Uninfected	-0.748683057343542	0.224796467040755	86	35	0.00175207012054997	0.0429345273091412
case	X43662	Uninfected	-0.725879339157315	0.207723382362033	86	8	0.00188274717380475	0.0430434074231764
case	X186801	COVID19	0.519858674481241	0.156702779583788	86	24	0.00188197169920691	0.0430434074231764
case	X2509614	Uninfected	-0.792755712902061	0.238073067253036	86	25	0.00190698640482427	0.0430434074231764
case	X413882	Uninfected	-0.707991166171469	0.213713184938984	86	12	0.00219894844222455	0.0484698740584234
case	X1844971	COVID19	-0.43386157170119	0.131507870975448	86	30	0.00223504844211536	0.0484698740584234
case	X85015	Uninfected	-0.560147992376095	0.173159345889474	86	28	0.00232392468187523	0.0494280903491155
